idID;Gemeente;Gebied;Ernstig overgewicht (%)
175;Ommen;Beerze;12
175;Ommen;Beerzerveld;16
175;Ommen;Dalmsholte;11
175;Ommen;Giethmen;13
175;Ommen;Lemele;12
175;Ommen;Stegeren;14
175;Ommen;Vilsteren;13
175;Ommen;Vinkenbuurt;13
175;Ommen;Witharen;11
881;Onderbanken;Gemeente;
881;Onderbanken;Wijk 00 Onderbanken;18
1586;Oost Gelre;Gemeente;
1586;Oost Gelre;Wijk 01 Lichtenvoorde;14
1586;Oost Gelre;Wijk 02 Harreveld;14
1586;Oost Gelre;Wijk 03 Zieuwewnt;12
1586;Oost Gelre;Wijk 04 Lievelde;13
1586;Oost Gelre;Wijk 05 Vragender;11
1586;Oost Gelre;Wijk 06 Groenlo;15
1586;Oost Gelre;Wijk 07 Marienvelde;15
826;Oosterhout;Gemeente;
826;Oosterhout;Wijk 00 Oosterhout-Centrum;15
826;Oosterhout;Wijk 01 Slotjes;16
826;Oosterhout;Wijk 02 West;14
826;Oosterhout;Wijk 03 Strijen;16
826;Oosterhout;Wijk 04 Leijsenakkers;14
826;Oosterhout;Wijk 05 Oosterheide;17
826;Oosterhout;Wijk 06 Dommelbergen;16
826;Oosterhout;Wijk 07 Vrachelen;14
826;Oosterhout;Wijk 08 Industrieterrein Zuid;16
826;Oosterhout;Wijk 09 Industrieterrein Noord;13
826;Oosterhout;Wijk 10 Buitengebied Oosterhout;11
826;Oosterhout;Wijk 11 Den Hout;13
826;Oosterhout;Wijk 12 Oosteind;14
826;Oosterhout;Wijk 13 Dorst;14
85;Ooststellingwerf;Gemeente;
85;Ooststellingwerf;Wijk 00 Oosterwolde;16
85;Ooststellingwerf;Wijk 01 Donkerbroek;14
85;Ooststellingwerf;Wijk 02 Makkinga;14
85;Ooststellingwerf;Wijk 03 Oldeberkoop;14
85;Ooststellingwerf;Wijk 04 Haulerwijk;15
85;Ooststellingwerf;Wijk 05 Appelscha;16
431;Oostzaan;Gemeente;
431;Oostzaan;Wijk 00;13
432;Opmeer;Gemeente;
432;Opmeer;Wijk 00;12
432;Opmeer;Wijk 01;12
432;Opmeer;Wijk 02;12
86;Opsterland;Gemeente;
86;Opsterland;Wijk 00 Gorredijk;14
86;Opsterland;Wijk 01 Langezwaag;13
86;Opsterland;Wijk 02 Terwispel;13
86;Opsterland;Wijk 03 Beetsterzwaag;14
86;Opsterland;Wijk 04 Ureterp;14
86;Opsterland;Wijk 05 Bakkeveen;14
828;Oss;Gemeente;
828;Oss;Centrum;20
828;Oss;Schadewijk;20
828;Oss;Industrieterreinen-Zuid;14
828;Oss;Oss-Zuid;17
828;Oss;Krinkelhoek;16
828;Oss;Industrieterreinen-Noord;15
828;Oss;Ruwaard;19
828;Oss;Ussen;17
828;Oss;Buitengebied-Noord;11
828;Oss;Buitengebied-Zuid;13
828;Oss;Berghem;16
828;Oss;Haren;16
828;Oss;Macharen;17
828;Oss;Megen;18
828;Oss;Ravenstein;17
828;Oss;Herpen;17
828;Oss;Overlangel;15
828;Oss;Deursen en Dennenburg;15
828;Oss;Lith;15
828;Oss;Lithoijen;13
828;Oss;Oijen;16
828;Oss;Maren - Kessel;16
828;Oss;Geffen;14
584;Oud-Beijerland;Gemeente;
584;Oud-Beijerland;Wijk 00;16
1509;Oude IJsselstreek;Gemeente;
1509;Oude IJsselstreek;Wijk 00 Ulft-Etten;19
1509;Oude IJsselstreek;Wijk 01 Overig Gendringen;18
1509;Oude IJsselstreek;Wijk 02 Silvolde-Terborg;19
1509;Oude IJsselstreek;Wijk 03 Varsseveld;16
437;Ouder-Amstel;Gemeente;
437;Ouder-Amstel;Wijk 00;11
589;Oudewater;Gemeente;
589;Oudewater;Hekendorp;13
589;Oudewater;Oudewater;13
589;Oudewater;Papekop;12
589;Oudewater;Snelrewaard;11
1734;Overbetuwe;Gemeente;
1734;Overbetuwe;Wijk 00 Elst;14
1734;Overbetuwe;Wijk 01 Driel;16
1734;Overbetuwe;Wijk 02 Zetten;17
1734;Overbetuwe;Wijk 03 Oosterhout;15
1734;Overbetuwe;Wijk 04 Hemmen;16
590;Papendrecht;Gemeente;
590;Papendrecht;Wijk 00 Papendrecht;16
1894;Peel en Maas;Gemeente;
1894;Peel en Maas;Wijk 00 Grashoek-Koningslust;13
1894;Peel en Maas;Wijk 01 Panningen;13
1894;Peel en Maas;Wijk 02 Kessel;15
1894;Peel en Maas;Wijk 03 Maasbree;13
1894;Peel en Maas;Wijk 04 Baarlo;13
1894;Peel en Maas;Wijk 05 Meijel;12
765;Pekela;Gemeente;
765;Pekela;Wijk 00;22
765;Pekela;Wijk 01;21
1926;Pijnacker-Nootdorp;Gemeente;
1926;Pijnacker-Nootdorp;Wijk 01 Pijnacker;13
1926;Pijnacker-Nootdorp;Wijk 02 Nootdorp;12
1926;Pijnacker-Nootdorp;Wijk 03 Delfgauw;13
439;Purmerend;Gemeente;
439;Purmerend;Wijk 01 Centrum;16
439;Purmerend;Wijk 02 Overwhere;17
439;Purmerend;Wijk 03 Wheermolen;19
439;Purmerend;Wijk 04 Gors;17
439;Purmerend;Wijk 05 Purmer-Noord;18
439;Purmerend;Wijk 06 Purmer-Zuid;15
439;Purmerend;Wijk 07 Weidevenne;15
273;Putten;Gemeente;
273;Putten;Wijk 00 Putten;14
273;Putten;Wijk 01 Bosgebied en Krachtighuizen;14
177;Raalte;Gemeente;
177;Raalte;Wijk 00 Raalte-Kern;14
177;Raalte;Wijk 01 Raalte-overig en buitengebied;12
177;Raalte;Wijk 02 Heeten;12
177;Raalte;Wijk 03 Luttenberg;11
177;Raalte;Wijk 04 Broekland;12
177;Raalte;Wijk 05 Mariënheem;11
177;Raalte;Wijk 06 Nieuw Heeten;12
177;Raalte;Wijk 08 Heino;13
177;Raalte;Wijk 09 Laag Zuthem;13
177;Raalte;Wijk 10 Lierderholthuis;12
703;Reimerswaal;Gemeente;
703;Reimerswaal;Wijk 00 Yerseke;12
703;Reimerswaal;Wijk 01 Kruiningen;13
703;Reimerswaal;Wijk 02 Krabbendijke;13
703;Reimerswaal;Wijk 03 Waarde;13
703;Reimerswaal;Wijk 04 Rilland-Bath;16
703;Reimerswaal;Wijk 05 Hansweert;16
703;Reimerswaal;Wijk 06 Oostdijk;11
274;Renkum;Gemeente;
274;Renkum;Wijk 00 Renkum;16
274;Renkum;Wijk 01 Oosterbeek;12
274;Renkum;Wijk 02 Doorwerth;14
339;Renswoude;Gemeente;
339;Renswoude;Wijk 00;14
1667;Reusel-De Mierden;Gemeente;
1667;Reusel-De Mierden;Wijk 00 Reusel;13
1667;Reusel-De Mierden;Wijk 01 Hooge Mierde;13
1667;Reusel-De Mierden;Wijk 02 Lage Mierde;13
1667;Reusel-De Mierden;Wijk 03 Hulsel;13
275;Rheden;Gemeente;
275;Rheden;Wijk 00 Dieren;16
275;Rheden;Wijk 01 Rheden;17
275;Rheden;Wijk 02 Velp;15
340;Rhenen;Gemeente;
340;Rhenen;Wijk 00 Rhenen;17
340;Rhenen;Wijk 01 Rhenen Oost;14
340;Rhenen;Wijk 02 Rhenen West;16
340;Rhenen;Wijk 03 Rhenen Noord;16
340;Rhenen;Wijk 04 Grebbeberg;20
340;Rhenen;Wijk 05 Randzone;13
340;Rhenen;Wijk 06 Binnenveld;15
340;Rhenen;Wijk 07 Achterberg;12
340;Rhenen;Wijk 08 Uiterwaarden Rhenen;11
340;Rhenen;Wijk 09 Remmerden;17
340;Rhenen;Wijk 10 Heuvelrug Rhenen;19
340;Rhenen;Wijk 11 Heuvelrug Elst;14
340;Rhenen;Wijk 12 Uiterwaarden Elst;14
340;Rhenen;Wijk 13 Elst;15
597;Ridderkerk;Gemeente;
597;Ridderkerk;Centrum;16
597;Ridderkerk;West;18
597;Ridderkerk;Oost;16
597;Ridderkerk;Drievliet;16
597;Ridderkerk;Het Zand;13
597;Ridderkerk;Slikkerveer;15
597;Ridderkerk;Bolnes;18
597;Ridderkerk;Rijsoord;14
597;Ridderkerk;Oostendam;13
597;Ridderkerk;Donkersloot;14
597;Ridderkerk;Cornelisland;14
196;Rijnwaarden;Gemeente;
196;Rijnwaarden;Wijk 00 Herwen en Aerdt;19
196;Rijnwaarden;Wijk 01 Pannerden;18
1742;Rijssen-Holten;Gemeente;
1742;Rijssen-Holten;Wijk 00 Stad Rijssen;15
1742;Rijssen-Holten;Wijk 01 Stadsrand;13
1742;Rijssen-Holten;Wijk 02 Buitengebied Rijssen;10
1742;Rijssen-Holten;Wijk 03 Holten;14
1742;Rijssen-Holten;Wijk 04 Bedrijventerrein Holten;13
1742;Rijssen-Holten;Wijk 05 Buitengebied Holten;11
1742;Rijssen-Holten;Wijk 07 Bedrijventerrein Rijssen;10
1742;Rijssen-Holten;Wijk 08 Recreatiegebied De Borkeld;14
603;Rijswijk;Gemeente;
603;Rijswijk;Wijk 01;11
603;Rijswijk;Wijk 02;14
603;Rijswijk;Wijk 03;14
603;Rijswijk;Wijk 04;16
603;Rijswijk;Wijk 05;15
603;Rijswijk;Wijk 06;16
603;Rijswijk;Wijk 07;16
603;Rijswijk;Wijk 08;11
603;Rijswijk;Wijk 09;11
1669;Roerdalen;Gemeente;
1669;Roerdalen;Montfort;15
1669;Roerdalen;Sint Odiliënberg;15
1669;Roerdalen;Melick;16
1669;Roerdalen;Posterholt;17
1669;Roerdalen;Herkenbosch;14
1669;Roerdalen;Vlodrop;21
957;Roermond;Gemeente;
957;Roermond;Wijk 00 Centrum;15
957;Roermond;Wijk 01 Roermond-Oost;18
957;Roermond;Wijk 02 Roermond-Zuid;18
957;Roermond;Wijk 03 Maasniel;16
957;Roermond;Wijk 04 Donderberg en Roosendael;19
957;Roermond;Wijk 05 Donderberg en Hoogvonderen;18
957;Roermond;Wijk 06 Asenray;14
957;Roermond;Wijk 07 Herten;13
957;Roermond;Wijk 08 Swalmen;15
957;Roermond;Wijk 09 Maasplassen;14
1674;Roosendaal;Gemeente;
1674;Roosendaal;Wijk 00 Centrum;15
1674;Roosendaal;Wijk 01 Oost;16
1674;Roosendaal;Wijk 02 Noord;18
1674;Roosendaal;Wijk 03 West;17
1674;Roosendaal;Wijk 04 Groot Kroeven;17
1674;Roosendaal;Wijk 05 Langdonk;17
1674;Roosendaal;Wijk 06 Kortendijk;16
1674;Roosendaal;Wijk 07 Tolberg;15
1674;Roosendaal;Wijk 08 Industriegebieden;13
1674;Roosendaal;Wijk 10 Nispen;16
1674;Roosendaal;Wijk 11 Wouw;15
1674;Roosendaal;Wijk 12 Heerle;16
1674;Roosendaal;Wijk 13 Moerstraten;15
1674;Roosendaal;Wijk 14 Wouwse Plantage;16
599;Rotterdam;Gemeente;
599;Rotterdam;Rotterdam Centrum;12
599;Rotterdam;Delfshaven;17
599;Rotterdam;Overschie;16
599;Rotterdam;Noord;14
599;Rotterdam;Hillegersberg-Schiebroek;14
599;Rotterdam;Kralingen-Crooswijk;14
599;Rotterdam;Feijenoord;21
599;Rotterdam;IJsselmonde;20
599;Rotterdam;Pernis;19
599;Rotterdam;Prins Alexander;16
599;Rotterdam;Charlois;20
599;Rotterdam;Hoogvliet;20
599;Rotterdam;Hoek van Holland;16
599;Rotterdam;Spaanse Polder;15
599;Rotterdam;Nieuw Mathenesse;24
599;Rotterdam;Waalhaven-Eemhaven;16
599;Rotterdam;Botlek-Europoort-Maasvlakte;
599;Rotterdam;Rotterdam-Noord-West;8
599;Rotterdam;Rozenburg;18
277;Rozendaal;Gemeente;
277;Rozendaal;Wijk 00;9
840;Rucphen;Gemeente;
840;Rucphen;Wijk 00 Rucphen;15
840;Rucphen;Wijk 01 Sint Willebrord;18
840;Rucphen;Wijk 02 Sprundel;16
840;Rucphen;Wijk 03 Schijf;15
840;Rucphen;Wijk 04 Zegge;18
441;Schagen;Gemeente;
441;Schagen;Wijk 00;14
441;Schagen;Wijk 01 Harenkarspel;12
441;Schagen;Wijk 02 Sint Maarten;11
441;Schagen;Wijk 03 Warmenhuizen;11
441;Schagen;Wijk 04 Zijpe;14
279;Scherpenzeel;Gemeente;
279;Scherpenzeel;Wijk 00;15
606;Schiedam;Gemeente;
606;Schiedam;Wijk 00 Centrum;17
606;Schiedam;Wijk 01 Oost;18
606;Schiedam;Wijk 02 Tussen Havens en Grachten;16
606;Schiedam;Wijk 03 West;17
606;Schiedam;Wijk 04 Zuid;19
606;Schiedam;Wijk 05 Nieuw Mathenesse;13
606;Schiedam;Wijk 06 Nieuwland;21
606;Schiedam;Wijk 07 Groenoord en Kethel;18
606;Schiedam;Wijk 08 Industriegeb. ten N. v. Rijksweg;13
606;Schiedam;Wijk 09 Woudhoek/Spaland /Sveaparken;16
88;Schiermonnikoog;Gemeente;
88;Schiermonnikoog;Wijk 00;18
844;Schijndel;Gemeente;
844;Schijndel;Wijk 00 West;16
844;Schijndel;Wijk 01 Centrum;14
844;Schijndel;Wijk 02 Oost;15
844;Schijndel;Wijk 03 Wijbosch;16
962;Schinnen;Gemeente;
962;Schinnen;Wijk 00;16
962;Schinnen;Wijk 01 Amstenrade - Oirsbeek;17
1676;Schouwen-Duiveland;Gemeente;
1676;Schouwen-Duiveland;Wijk 00 Zierikzee;14
1676;Schouwen-Duiveland;Wijk 01 Brouwershaven;17
1676;Schouwen-Duiveland;Wijk 02 Zonnemaire;14
1676;Schouwen-Duiveland;Wijk 03 Dreischor;15
1676;Schouwen-Duiveland;Wijk 04 Noordgouwe;13
1676;Schouwen-Duiveland;Wijk 05 Bruinisse;14
1676;Schouwen-Duiveland;Wijk 06 Nieuwerkerk;14
1676;Schouwen-Duiveland;Wijk 07 Oosterland;15
1676;Schouwen-Duiveland;Wijk 08 Ouwerkerk;14
1676;Schouwen-Duiveland;Wijk 09 Scharendijke;14
1676;Schouwen-Duiveland;Wijk 10 Kerkwerve;13
1676;Schouwen-Duiveland;Wijk 11 Ellemeet;14
1676;Schouwen-Duiveland;Wijk 12 Haamstede;12
1676;Schouwen-Duiveland;Wijk 13 Renesse;13
1676;Schouwen-Duiveland;Wijk 14 Noordwelle;14
1676;Schouwen-Duiveland;Wijk 15 Serooskerke;17
965;Simpelveld;Gemeente;
965;Simpelveld;Wijk 00 Simpelveld;17
965;Simpelveld;Wijk 01 Bocholtz;17
845;Sint-Michielsgestel;Gemeente;
845;Sint-Michielsgestel;Wijk 00 Sint-Michielsgestel;13
845;Sint-Michielsgestel;Wijk 01 Gemonde;11
845;Sint-Michielsgestel;Wijk 02 Den Dungen;11
845;Sint-Michielsgestel;Wijk 03 Berlicum;12
845;Sint-Michielsgestel;Wijk 04 Middelrode;13
846;Sint-Oedenrode;Gemeente;
846;Sint-Oedenrode;Wijk 00 Sint-Oedenrode;12
846;Sint-Oedenrode;Wijk 01 Nijnsel;11
846;Sint-Oedenrode;Wijk 02 Boskant;10
846;Sint-Oedenrode;Wijk 03 Olland;10
1702;Sint Anthonis;Gemeente;
1702;Sint Anthonis;Wijk 00 Sint Anthonis;12
1702;Sint Anthonis;Wijk 01 Oploo;13
1702;Sint Anthonis;Wijk 02 Westerbeek;13
1702;Sint Anthonis;Wijk 03 Stevensbeek;14
1702;Sint Anthonis;Wijk 04 Wanroij;12
1702;Sint Anthonis;Wijk 05 Landhorst;12
1883;Sittard-Geleen;Gemeente;
1883;Sittard-Geleen;Wijk 00 Limbrichterveld;19
1883;Sittard-Geleen;Wijk 01 Sittard;17
1883;Sittard-Geleen;Wijk 02 Overhoven;18
1883;Sittard-Geleen;Wijk 03 Munstergeleen;17
1883;Sittard-Geleen;Wijk 04 Guttecoven;16
1883;Sittard-Geleen;Wijk 05 Geleen;18
1883;Sittard-Geleen;Wijk 06 Holtum-Born;17
1883;Sittard-Geleen;Wijk 07 Obbicht en Papenhoven;16
610;Sliedrecht;Gemeente;
610;Sliedrecht;Wijk 01 Sliedrecht-West;16
610;Sliedrecht;Wijk 02 Sliedrecht-Centrum;16
610;Sliedrecht;Wijk 03 Sliedrecht-Oost;16
610;Sliedrecht;Wijk 04 Sliedrecht-Noord;14
40;Slochteren;Gemeente;
40;Slochteren;Wijk 00 Slochteren-Kolham;20
40;Slochteren;Wijk 01 Schildwolde-Hellum;18
40;Slochteren;Wijk 02 Siddeburen;20
40;Slochteren;Wijk 03 Harkstede;15
40;Slochteren;Wijk 04 Overschild;17
1714;Sluis;Gemeente;
1714;Sluis;Wijk 00 Sluis;17
1714;Sluis;Wijk 01 Retranchement;16
1714;Sluis;Wijk 02 Aardenburg;17
1714;Sluis;Wijk 03 Eede;16
1714;Sluis;Wijk 04 Sint Kruis;15
1714;Sluis;Wijk 05 Oostburg;17
1714;Sluis;Wijk 06 Zuidzande;17
1714;Sluis;Wijk 07 Cadzand;16
1714;Sluis;Wijk 08 Nieuwvliet;17
1714;Sluis;Wijk 09 Groede;17
1714;Sluis;Wijk 10 Breskens;15
1714;Sluis;Wijk 11 Hoofdplaat;19
1714;Sluis;Wijk 12 IJzendijke;16
1714;Sluis;Wijk 13 Schoondijke;17
1714;Sluis;Wijk 14 Waterlandkerkje;18
90;Smallingerland;Gemeente;
90;Smallingerland;Wijk 00 Drachten;14
90;Smallingerland;Wijk 01 Overig Smallingerland;13
342;Soest;Gemeente;
342;Soest;Wijk 01 't Hart-Soestdijk;11
342;Soest;Wijk 02 Klaarwater;13
342;Soest;Wijk 03 Boerenstreek;12
342;Soest;Wijk 04 de Eng-Soest-Midden;13
342;Soest;Wijk 05 Smitsveen;14
342;Soest;Wijk 06 Overhees;13
342;Soest;Wijk 07 Soest-Zuid;10
342;Soest;Wijk 08 Soesterberg;14
847;Someren;Gemeente;
847;Someren;Wijk 00 Someren;12
847;Someren;Wijk 01 Lierop;11
847;Someren;Wijk 02 Someren-Eind;11
847;Someren;Wijk 03 Somerense Heide;10
847;Someren;Wijk 09;11
848;Son en Breugel;Gemeente;
848;Son en Breugel;Wijk 00 Son;10
848;Son en Breugel;Wijk 01 Breugel;12
37;Stadskanaal;Gemeente;
37;Stadskanaal;Stadskanaal;20
37;Stadskanaal;Musselkanaal;21
37;Stadskanaal;Onstwedde;19
37;Stadskanaal;Mussel;18
37;Stadskanaal;Alteveer;20
180;Staphorst;Gemeente;
180;Staphorst;Wijk 00 Staphorst (kern);14
180;Staphorst;Wijk 01 Rouveen (kern);11
180;Staphorst;Wijk 02 Rouveen (buitengebied);11
180;Staphorst;Wijk 03 Staphorst (buitengebied);11
180;Staphorst;Wijk 04 IJhorst;14
180;Staphorst;Wijk 05 Punthorst;11
180;Staphorst;Wijk 06 Lankhorst;14
180;Staphorst;Wijk 07 Klooster;11
532;Stede Broec;Gemeente;
532;Stede Broec;Wijk 00;13
532;Stede Broec;Wijk 01;13
851;Steenbergen;Gemeente;
851;Steenbergen;Wijk 00 Steenbergen;16
851;Steenbergen;Wijk 01 Kruisland;15
851;Steenbergen;Wijk 02 De Heen;17
851;Steenbergen;Wijk 03 Dinteloord;18
851;Steenbergen;Wijk 04 Nieuw-Vossemeer;19
1708;Steenwijkerland;Gemeente;
1708;Steenwijkerland;Wijk 00 Stad-Steenwijk;16
1708;Steenwijkerland;Wijk 02 Oldemarkt;15
1708;Steenwijkerland;Wijk 03 Kalenberg;16
1708;Steenwijkerland;Wijk 04 Kuinre;16
1708;Steenwijkerland;Wijk 05 Blankenham;14
1708;Steenwijkerland;Wijk 06 Scheerwolde;15
1708;Steenwijkerland;Wijk 07 Vollenhove;16
1708;Steenwijkerland;Wijk 08 Sint Jansklooster;15
1708;Steenwijkerland;Wijk 09 Heetveld;13
1708;Steenwijkerland;Wijk 10 Belt-Schutsloot;14
1708;Steenwijkerland;Wijk 11 Wanneperveen;16
1708;Steenwijkerland;Wijk 12 Dinxterveen;14
1708;Steenwijkerland;Wijk 13 Giethoorn-Zuid;15
1708;Steenwijkerland;Wijk 14 Giethoorn-Noord;15
1708;Steenwijkerland;Wijk 15 Dwarsgracht;15
1708;Steenwijkerland;Wijk 16 Blokzijl;16
971;Stein;Gemeente;
971;Stein;Wijk 00 Stein;17
971;Stein;Wijk 01 Elsloo;16
971;Stein;Wijk 02 Urmond;17
1904;Stichtse Vecht;Gemeente;
1904;Stichtse Vecht;Wijk 01 Maarssen;13
1904;Stichtse Vecht;Wijk 02 Breukelen;13
1904;Stichtse Vecht;Wijk 03 Loenen aan de Vecht;13
1904;Stichtse Vecht;Wijk 04 Nieuwer Ter Aa;10
1904;Stichtse Vecht;Wijk 05 Kockengen;12
1904;Stichtse Vecht;Wijk 06 Vreeland;12
1904;Stichtse Vecht;Wijk 07 Tienhoven;13
1904;Stichtse Vecht;Wijk 08 Nigtevecht;13
1904;Stichtse Vecht;Wijk 09 Nieuwersluis;12
1904;Stichtse Vecht;Wijk 10 Loenersloot;11
1904;Stichtse Vecht;Wijk 11 Oud Zuilen;11
1904;Stichtse Vecht;Wijk 12 Maarssenbroek;16
617;Strijen;Gemeente;
617;Strijen;Wijk 00 Strijen en buitengebied;17
1900;Súdwest-Fryslân;Gemeente;
1900;Súdwest-Fryslân;Wijk 00 Bolsward;15
1900;Súdwest-Fryslân;Wijk 01 Sneek;13
1900;Súdwest-Fryslân;Wijk 02 Nijefurd;13
1900;Súdwest-Fryslân;Wijk 03 Koudum;14
1900;Súdwest-Fryslân;Wijk 04 Hemelum;12
1900;Súdwest-Fryslân;Wijk 05 IJlst;12
1900;Súdwest-Fryslân;Wijk 06 Zuid IJlst;10
1900;Súdwest-Fryslân;Wijk 07 Oost IJlst;11
1900;Súdwest-Fryslân;Wijk 08 West IJlst;11
1900;Súdwest-Fryslân;Wijk 09 Oosthem;11
1900;Súdwest-Fryslân;Wijk 10 Noordwest IJlst;11
1900;Súdwest-Fryslân;Wijk 11 Zuidoost IJLst;12
1900;Súdwest-Fryslân;Wijk 12 Woudsend;11
1900;Súdwest-Fryslân;Wijk 13 Bouwhoek;14
1900;Súdwest-Fryslân;Wijk 14 Weidestreek Oost;12
1900;Súdwest-Fryslân;Wijk 15 Weidestreek West;13
1900;Súdwest-Fryslân;Wijk 16 Weidestreek Zuid;12
1900;Súdwest-Fryslân;Wijk 17 Makkum;15
1900;Súdwest-Fryslân;Wijk 18 Weidestreek Zuidwest;13
1900;Súdwest-Fryslân;Wijk 19 Boarnsterhim;12
9;Ten Boer;Gemeente;
9;Ten Boer;Wijk 00 West;16
9;Ten Boer;Wijk 01 Oost;18
715;Terneuzen;Gemeente;
715;Terneuzen;Terneuzen Centrum;18
715;Terneuzen;Terneuzen West;15
715;Terneuzen;Terneuzen Zuid;17
715;Terneuzen;Terneuzen Noord;17
715;Terneuzen;Terneuzen Oost;13
715;Terneuzen;Buitengebied Terneuzen;9
715;Terneuzen;Kern Axel;16
715;Terneuzen;Buitengebied Axel;15
715;Terneuzen;Kern Biervliet;16
715;Terneuzen;Buitengebied Biervliet;15
715;Terneuzen;Kern Hoek;17
715;Terneuzen;Buitengebied Hoek;15
715;Terneuzen;Kern Koewacht;17
715;Terneuzen;Buitengebied Koewacht;15
715;Terneuzen;Kern Overslag;14
715;Terneuzen;Buitengebied Overslag;13
715;Terneuzen;Kern Philippine;17
715;Terneuzen;Buitengebied Philippine;14
715;Terneuzen;Kern Sas van Gent;20
715;Terneuzen;Buitengebied Sas van Gent;18
715;Terneuzen;Kern Sluiskil;20
715;Terneuzen;Buitengebied Sluiskil;16
715;Terneuzen;Kern Spui;15
715;Terneuzen;Buitengebied Spui;12
715;Terneuzen;Kern Westdorpe;18
715;Terneuzen;Buitengebied Westdorpe;14
715;Terneuzen;Kern Zaamslag;14
715;Terneuzen;Buitengebied Zaamslag;16
715;Terneuzen;Kern Zuiddorpe;19
715;Terneuzen;Buitengebied Zuiddorpe;14
93;Terschelling;Gemeente;
93;Terschelling;Wijk 00 West-Terschelling;13
93;Terschelling;Wijk 01 Midsland;13
93;Terschelling;Wijk 02 Formerum;12
93;Terschelling;Wijk 03 Lies;13
93;Terschelling;Wijk 04 Hoorn;15
93;Terschelling;Wijk 05 Oosterend;11
448;Texel;Gemeente;
448;Texel;Wijk 00 Het Oude Land en duingebied;12
448;Texel;Wijk 01 Het Nieuwe Land;12
1525;Teylingen;Gemeente;
1525;Teylingen;Wijk 00 Sassenheim;12
1525;Teylingen;Wijk 01 Voorhout;11
1525;Teylingen;Wijk 02 Warmond;12
716;Tholen;Gemeente;
716;Tholen;Tholen;15
716;Tholen;Poortvliet;17
716;Tholen;Scherpenisse;16
716;Tholen;Sint-Maartensdijk;18
716;Tholen;Stavenisse;20
716;Tholen;Sint-Annaland;15
716;Tholen;Oud-Vossemeer;16
716;Tholen;Sint Philipsland;18
281;Tiel;Gemeente;
281;Tiel;Tiel kern;18
281;Tiel;Tiel-Noord;17
281;Tiel;Wadenoijen en Kapel Avezaath;16
281;Tiel;Tiel-Zuid;14
855;Tilburg;Gemeente;
855;Tilburg;Wijk 00 Centrum;15
855;Tilburg;Wijk 01 Oud-Zuid;17
855;Tilburg;Wijk 02 Oud-Noord;18
855;Tilburg;Wijk 03 West;19
855;Tilburg;Wijk 04 Noord;23
855;Tilburg;Wijk 05 Oost;14
855;Tilburg;Wijk 06 Zuid;17
855;Tilburg;Wijk 07 Berkel-Enschot;13
855;Tilburg;Wijk 08 Reeshof;16
855;Tilburg;Wijk 09 Udenhout;16
183;Tubbergen;Gemeente;
183;Tubbergen;Wijk 00 Tubbergen;14
183;Tubbergen;Wijk 01 Albergen;11
183;Tubbergen;Wijk 02 Harbrinkhoek;11
183;Tubbergen;Wijk 03 Geesteren;12
183;Tubbergen;Wijk 04 Langeveen;13
183;Tubbergen;Wijk 05 Vasse;13
183;Tubbergen;Wijk 06 Reutum;12
183;Tubbergen;Wijk 07 Fleringen;10
1700;Twenterand;Gemeente;
1700;Twenterand;Wijk 00 Vriezenveen (kern);14
1700;Twenterand;Wijk 01 Vriezenveen (buitengebied);13
1700;Twenterand;Wijk 02 Westerhaar-Vriezenveensewijk;18
1700;Twenterand;Wijk 03 Kloosterhaar;13
1700;Twenterand;Wijk 04 Bruinehaar;17
1730;Tynaarlo;Gemeente;
1730;Tynaarlo;Wijk 00 Zuidlaren;14
1730;Tynaarlo;Wijk 01 De Groeve;16
1730;Tynaarlo;Wijk 02 Zuidlaarderveen;14
1730;Tynaarlo;Wijk 03 Midlaren;13
1730;Tynaarlo;Wijk 04 Westlaren;17
1730;Tynaarlo;Wijk 05 Schuilingsoord;14
1730;Tynaarlo;Wijk 06 Paterswolde;12
1730;Tynaarlo;Wijk 07 Eelde;13
1730;Tynaarlo;Wijk 08 Eelderwolde;9
1730;Tynaarlo;Wijk 09 Vries;15
1730;Tynaarlo;Wijk 10 Donderen;15
1730;Tynaarlo;Wijk 11 Bunne;14
1730;Tynaarlo;Wijk 12 Yde;16
1730;Tynaarlo;Wijk 13 Tynaarlo;15
1730;Tynaarlo;Wijk 14 Zeegse;15
1730;Tynaarlo;Wijk 15 Zeijen;15
737;Tytsjerksteradiel;Gemeente;
737;Tytsjerksteradiel;Wijk 00 Burgum;14
737;Tytsjerksteradiel;Wijk 01 Aldtsjerk;14
737;Tytsjerksteradiel;Wijk 02 Mûnein;13
737;Tytsjerksteradiel;Wijk 03 Ryptsjerk;12
737;Tytsjerksteradiel;Wijk 04 Tytsjerk;12
737;Tytsjerksteradiel;Wijk 05 Earnewâld;12
737;Tytsjerksteradiel;Wijk 06 Sumar;13
737;Tytsjerksteradiel;Wijk 07 Eastermar;13
737;Tytsjerksteradiel;Wijk 08 Noordburgum;16
737;Tytsjerksteradiel;Wijk 09 Hurdegaryp;14
856;Uden;Gemeente;
856;Uden;Wijk 01 Uden;14
856;Uden;Wijk 02 Volkel;13
856;Uden;Wijk 03 Odiliapeel;15
450;Uitgeest;Gemeente;
450;Uitgeest;Wijk 00 Uitgeest;11
451;Uithoorn;Gemeente;
451;Uithoorn;Wijk 15 Dorpscentrum;14
