id;Gemeente;Gebied;Overgewicht (%)
840;Rucphen;Wijk 03 Schijf;53
840;Rucphen;Wijk 04 Zegge;57
441;Schagen;Gemeente;
441;Schagen;Wijk 00;49
441;Schagen;Wijk 01 Harenkarspel;47
441;Schagen;Wijk 02 Sint Maarten;47
441;Schagen;Wijk 03 Warmenhuizen;45
441;Schagen;Wijk 04 Zijpe;50
279;Scherpenzeel;Gemeente;
279;Scherpenzeel;Wijk 00;51
606;Schiedam;Gemeente;
606;Schiedam;Wijk 00 Centrum;51
606;Schiedam;Wijk 01 Oost;53
606;Schiedam;Wijk 02 Tussen Havens en Grachten;51
606;Schiedam;Wijk 03 West;54
606;Schiedam;Wijk 04 Zuid;57
606;Schiedam;Wijk 05 Nieuw Mathenesse;49
606;Schiedam;Wijk 06 Nieuwland;58
606;Schiedam;Wijk 07 Groenoord en Kethel;55
606;Schiedam;Wijk 08 Industriegeb. ten N. v. Rijksweg;50
606;Schiedam;Wijk 09 Woudhoek/Spaland /Sveaparken;54
88;Schiermonnikoog;Gemeente;
88;Schiermonnikoog;Wijk 00;51
844;Schijndel;Gemeente;
844;Schijndel;Wijk 00 West;52
844;Schijndel;Wijk 01 Centrum;52
844;Schijndel;Wijk 02 Oost;52
844;Schijndel;Wijk 03 Wijbosch;52
962;Schinnen;Gemeente;
962;Schinnen;Wijk 00;54
962;Schinnen;Wijk 01 Amstenrade - Oirsbeek;56
1676;Schouwen-Duiveland;Gemeente;
1676;Schouwen-Duiveland;Wijk 00 Zierikzee;51
1676;Schouwen-Duiveland;Wijk 01 Brouwershaven;54
1676;Schouwen-Duiveland;Wijk 02 Zonnemaire;51
1676;Schouwen-Duiveland;Wijk 03 Dreischor;53
1676;Schouwen-Duiveland;Wijk 04 Noordgouwe;52
1676;Schouwen-Duiveland;Wijk 05 Bruinisse;53
1676;Schouwen-Duiveland;Wijk 06 Nieuwerkerk;51
1676;Schouwen-Duiveland;Wijk 07 Oosterland;52
1676;Schouwen-Duiveland;Wijk 08 Ouwerkerk;51
1676;Schouwen-Duiveland;Wijk 09 Scharendijke;51
1676;Schouwen-Duiveland;Wijk 10 Kerkwerve;48
1676;Schouwen-Duiveland;Wijk 11 Ellemeet;50
1676;Schouwen-Duiveland;Wijk 12 Haamstede;49
1676;Schouwen-Duiveland;Wijk 13 Renesse;50
1676;Schouwen-Duiveland;Wijk 14 Noordwelle;50
1676;Schouwen-Duiveland;Wijk 15 Serooskerke;53
965;Simpelveld;Gemeente;
965;Simpelveld;Wijk 00 Simpelveld;56
965;Simpelveld;Wijk 01 Bocholtz;55
845;Sint-Michielsgestel;Gemeente;
845;Sint-Michielsgestel;Wijk 00 Sint-Michielsgestel;49
845;Sint-Michielsgestel;Wijk 01 Gemonde;51
845;Sint-Michielsgestel;Wijk 02 Den Dungen;47
845;Sint-Michielsgestel;Wijk 03 Berlicum;48
845;Sint-Michielsgestel;Wijk 04 Middelrode;48
846;Sint-Oedenrode;Gemeente;
846;Sint-Oedenrode;Wijk 00 Sint-Oedenrode;49
846;Sint-Oedenrode;Wijk 01 Nijnsel;47
846;Sint-Oedenrode;Wijk 02 Boskant;50
846;Sint-Oedenrode;Wijk 03 Olland;48
1702;Sint Anthonis;Gemeente;
1702;Sint Anthonis;Wijk 00 Sint Anthonis;46
1702;Sint Anthonis;Wijk 01 Oploo;49
1702;Sint Anthonis;Wijk 02 Westerbeek;50
1702;Sint Anthonis;Wijk 03 Stevensbeek;49
1702;Sint Anthonis;Wijk 04 Wanroij;46
1702;Sint Anthonis;Wijk 05 Landhorst;48
1883;Sittard-Geleen;Gemeente;
1883;Sittard-Geleen;Wijk 00 Limbrichterveld;55
1883;Sittard-Geleen;Wijk 01 Sittard;52
1883;Sittard-Geleen;Wijk 02 Overhoven;53
1883;Sittard-Geleen;Wijk 03 Munstergeleen;55
1883;Sittard-Geleen;Wijk 04 Guttecoven;54
1883;Sittard-Geleen;Wijk 05 Geleen;55
1883;Sittard-Geleen;Wijk 06 Holtum-Born;55
1883;Sittard-Geleen;Wijk 07 Obbicht en Papenhoven;53
610;Sliedrecht;Gemeente;
610;Sliedrecht;Wijk 01 Sliedrecht-West;53
610;Sliedrecht;Wijk 02 Sliedrecht-Centrum;53
610;Sliedrecht;Wijk 03 Sliedrecht-Oost;54
610;Sliedrecht;Wijk 04 Sliedrecht-Noord;51
40;Slochteren;Gemeente;
40;Slochteren;Wijk 00 Slochteren-Kolham;59
40;Slochteren;Wijk 01 Schildwolde-Hellum;57
40;Slochteren;Wijk 02 Siddeburen;58
40;Slochteren;Wijk 03 Harkstede;53
40;Slochteren;Wijk 04 Overschild;53
1714;Sluis;Gemeente;
1714;Sluis;Wijk 00 Sluis;55
1714;Sluis;Wijk 01 Retranchement;53
1714;Sluis;Wijk 02 Aardenburg;55
1714;Sluis;Wijk 03 Eede;54
1714;Sluis;Wijk 04 Sint Kruis;51
1714;Sluis;Wijk 05 Oostburg;54
1714;Sluis;Wijk 06 Zuidzande;55
1714;Sluis;Wijk 07 Cadzand;53
1714;Sluis;Wijk 08 Nieuwvliet;55
1714;Sluis;Wijk 09 Groede;54
1714;Sluis;Wijk 10 Breskens;58
1714;Sluis;Wijk 11 Hoofdplaat;58
1714;Sluis;Wijk 12 IJzendijke;54
1714;Sluis;Wijk 13 Schoondijke;55
1714;Sluis;Wijk 14 Waterlandkerkje;55
90;Smallingerland;Gemeente;
90;Smallingerland;Wijk 00 Drachten;54
90;Smallingerland;Wijk 01 Overig Smallingerland;51
342;Soest;Gemeente;
342;Soest;Wijk 01 't Hart-Soestdijk;45
342;Soest;Wijk 02 Klaarwater;49
342;Soest;Wijk 03 Boerenstreek;47
342;Soest;Wijk 04 de Eng-Soest-Midden;48
342;Soest;Wijk 05 Smitsveen;50
342;Soest;Wijk 06 Overhees;48
342;Soest;Wijk 07 Soest-Zuid;43
342;Soest;Wijk 08 Soesterberg;48
847;Someren;Gemeente;
847;Someren;Wijk 00 Someren;49
847;Someren;Wijk 01 Lierop;47
847;Someren;Wijk 02 Someren-Eind;49
847;Someren;Wijk 03 Somerense Heide;47
847;Someren;Wijk 09;51
848;Son en Breugel;Gemeente;
848;Son en Breugel;Wijk 00 Son;47
848;Son en Breugel;Wijk 01 Breugel;49
37;Stadskanaal;Gemeente;
37;Stadskanaal;Stadskanaal;60
37;Stadskanaal;Musselkanaal;63
37;Stadskanaal;Onstwedde;60
37;Stadskanaal;Mussel;59
37;Stadskanaal;Alteveer;59
180;Staphorst;Gemeente;
180;Staphorst;Wijk 00 Staphorst (kern);48
180;Staphorst;Wijk 01 Rouveen (kern);45
180;Staphorst;Wijk 02 Rouveen (buitengebied);45
180;Staphorst;Wijk 03 Staphorst (buitengebied);44
180;Staphorst;Wijk 04 IJhorst;50
180;Staphorst;Wijk 05 Punthorst;48
180;Staphorst;Wijk 06 Lankhorst;47
180;Staphorst;Wijk 07 Klooster;45
532;Stede Broec;Gemeente;
532;Stede Broec;Wijk 00;49
532;Stede Broec;Wijk 01;51
851;Steenbergen;Gemeente;
851;Steenbergen;Wijk 00 Steenbergen;56
851;Steenbergen;Wijk 01 Kruisland;57
851;Steenbergen;Wijk 02 De Heen;59
851;Steenbergen;Wijk 03 Dinteloord;58
851;Steenbergen;Wijk 04 Nieuw-Vossemeer;61
1708;Steenwijkerland;Gemeente;
1708;Steenwijkerland;Wijk 00 Stad-Steenwijk;52
1708;Steenwijkerland;Wijk 02 Oldemarkt;52
1708;Steenwijkerland;Wijk 03 Kalenberg;58
1708;Steenwijkerland;Wijk 04 Kuinre;54
1708;Steenwijkerland;Wijk 05 Blankenham;52
1708;Steenwijkerland;Wijk 06 Scheerwolde;54
1708;Steenwijkerland;Wijk 07 Vollenhove;53
1708;Steenwijkerland;Wijk 08 Sint Jansklooster;51
1708;Steenwijkerland;Wijk 09 Heetveld;49
1708;Steenwijkerland;Wijk 10 Belt-Schutsloot;51
1708;Steenwijkerland;Wijk 11 Wanneperveen;54
1708;Steenwijkerland;Wijk 12 Dinxterveen;51
1708;Steenwijkerland;Wijk 13 Giethoorn-Zuid;54
1708;Steenwijkerland;Wijk 14 Giethoorn-Noord;52
1708;Steenwijkerland;Wijk 15 Dwarsgracht;52
1708;Steenwijkerland;Wijk 16 Blokzijl;55
971;Stein;Gemeente;
971;Stein;Wijk 00 Stein;56
971;Stein;Wijk 01 Elsloo;53
971;Stein;Wijk 02 Urmond;55
1904;Stichtse Vecht;Gemeente;
1904;Stichtse Vecht;Wijk 01 Maarssen;47
1904;Stichtse Vecht;Wijk 02 Breukelen;46
1904;Stichtse Vecht;Wijk 03 Loenen aan de Vecht;47
1904;Stichtse Vecht;Wijk 04 Nieuwer Ter Aa;45
1904;Stichtse Vecht;Wijk 05 Kockengen;47
1904;Stichtse Vecht;Wijk 06 Vreeland;46
1904;Stichtse Vecht;Wijk 07 Tienhoven;48
1904;Stichtse Vecht;Wijk 08 Nigtevecht;46
1904;Stichtse Vecht;Wijk 09 Nieuwersluis;46
1904;Stichtse Vecht;Wijk 10 Loenersloot;47
1904;Stichtse Vecht;Wijk 11 Oud Zuilen;44
1904;Stichtse Vecht;Wijk 12 Maarssenbroek;52
617;Strijen;Gemeente;
617;Strijen;Wijk 00 Strijen en buitengebied;55
1900;Súdwest-Fryslân;Gemeente;
1900;Súdwest-Fryslân;Wijk 00 Bolsward;50
1900;Súdwest-Fryslân;Wijk 01 Sneek;49
1900;Súdwest-Fryslân;Wijk 02 Nijefurd;51
1900;Súdwest-Fryslân;Wijk 03 Koudum;51
1900;Súdwest-Fryslân;Wijk 04 Hemelum;52
1900;Súdwest-Fryslân;Wijk 05 IJlst;48
1900;Súdwest-Fryslân;Wijk 06 Zuid IJlst;51
1900;Súdwest-Fryslân;Wijk 07 Oost IJlst;48
1900;Súdwest-Fryslân;Wijk 08 West IJlst;48
1900;Súdwest-Fryslân;Wijk 09 Oosthem;47
1900;Súdwest-Fryslân;Wijk 10 Noordwest IJlst;49
1900;Súdwest-Fryslân;Wijk 11 Zuidoost IJLst;48
1900;Súdwest-Fryslân;Wijk 12 Woudsend;47
1900;Súdwest-Fryslân;Wijk 13 Bouwhoek;49
1900;Súdwest-Fryslân;Wijk 14 Weidestreek Oost;48
1900;Súdwest-Fryslân;Wijk 15 Weidestreek West;52
1900;Súdwest-Fryslân;Wijk 16 Weidestreek Zuid;49
1900;Súdwest-Fryslân;Wijk 17 Makkum;51
1900;Súdwest-Fryslân;Wijk 18 Weidestreek Zuidwest;48
1900;Súdwest-Fryslân;Wijk 19 Boarnsterhim;47
9;Ten Boer;Gemeente;
9;Ten Boer;Wijk 00 West;56
9;Ten Boer;Wijk 01 Oost;58
715;Terneuzen;Gemeente;
715;Terneuzen;Terneuzen Centrum;55
715;Terneuzen;Terneuzen West;53
715;Terneuzen;Terneuzen Zuid;54
715;Terneuzen;Terneuzen Noord;55
715;Terneuzen;Terneuzen Oost;50
715;Terneuzen;Buitengebied Terneuzen;52
715;Terneuzen;Kern Axel;53
715;Terneuzen;Buitengebied Axel;53
715;Terneuzen;Kern Biervliet;55
715;Terneuzen;Buitengebied Biervliet;52
715;Terneuzen;Kern Hoek;55
715;Terneuzen;Buitengebied Hoek;52
715;Terneuzen;Kern Koewacht;55
715;Terneuzen;Buitengebied Koewacht;54
715;Terneuzen;Kern Overslag;52
715;Terneuzen;Buitengebied Overslag;54
715;Terneuzen;Kern Philippine;53
715;Terneuzen;Buitengebied Philippine;48
715;Terneuzen;Kern Sas van Gent;56
715;Terneuzen;Buitengebied Sas van Gent;53
715;Terneuzen;Kern Sluiskil;57
715;Terneuzen;Buitengebied Sluiskil;54
715;Terneuzen;Kern Spui;51
715;Terneuzen;Buitengebied Spui;45
715;Terneuzen;Kern Westdorpe;55
715;Terneuzen;Buitengebied Westdorpe;53
715;Terneuzen;Kern Zaamslag;50
715;Terneuzen;Buitengebied Zaamslag;52
715;Terneuzen;Kern Zuiddorpe;55
715;Terneuzen;Buitengebied Zuiddorpe;54
93;Terschelling;Gemeente;
93;Terschelling;Wijk 00 West-Terschelling;43
93;Terschelling;Wijk 01 Midsland;49
93;Terschelling;Wijk 02 Formerum;49
93;Terschelling;Wijk 03 Lies;51
93;Terschelling;Wijk 04 Hoorn;52
93;Terschelling;Wijk 05 Oosterend;51
448;Texel;Gemeente;
448;Texel;Wijk 00 Het Oude Land en duingebied;47
448;Texel;Wijk 01 Het Nieuwe Land;47
1525;Teylingen;Gemeente;
1525;Teylingen;Wijk 00 Sassenheim;49
1525;Teylingen;Wijk 01 Voorhout;49
1525;Teylingen;Wijk 02 Warmond;49
716;Tholen;Gemeente;
716;Tholen;Tholen;55
716;Tholen;Poortvliet;56
716;Tholen;Scherpenisse;54
716;Tholen;Sint-Maartensdijk;57
716;Tholen;Stavenisse;58
716;Tholen;Sint-Annaland;53
716;Tholen;Oud-Vossemeer;56
716;Tholen;Sint Philipsland;57
281;Tiel;Gemeente;
281;Tiel;Tiel kern;54
281;Tiel;Tiel-Noord;55
281;Tiel;Wadenoijen en Kapel Avezaath;53
281;Tiel;Tiel-Zuid;51
855;Tilburg;Gemeente;
855;Tilburg;Wijk 00 Centrum;41
855;Tilburg;Wijk 01 Oud-Zuid;47
855;Tilburg;Wijk 02 Oud-Noord;48
855;Tilburg;Wijk 03 West;52
855;Tilburg;Wijk 04 Noord;58
855;Tilburg;Wijk 05 Oost;50
855;Tilburg;Wijk 06 Zuid;52
855;Tilburg;Wijk 07 Berkel-Enschot;49
855;Tilburg;Wijk 08 Reeshof;52
855;Tilburg;Wijk 09 Udenhout;51
183;Tubbergen;Gemeente;
183;Tubbergen;Wijk 00 Tubbergen;48
183;Tubbergen;Wijk 01 Albergen;50
183;Tubbergen;Wijk 02 Harbrinkhoek;50
183;Tubbergen;Wijk 03 Geesteren;49
183;Tubbergen;Wijk 04 Langeveen;52
183;Tubbergen;Wijk 05 Vasse;49
183;Tubbergen;Wijk 06 Reutum;48
183;Tubbergen;Wijk 07 Fleringen;42
1700;Twenterand;Gemeente;
1700;Twenterand;Wijk 00 Vriezenveen (kern);55
1700;Twenterand;Wijk 01 Vriezenveen (buitengebied);54
1700;Twenterand;Wijk 02 Westerhaar-Vriezenveensewijk;60
1700;Twenterand;Wijk 03 Kloosterhaar;54
1700;Twenterand;Wijk 04 Bruinehaar;59
1730;Tynaarlo;Gemeente;
1730;Tynaarlo;Wijk 00 Zuidlaren;51
1730;Tynaarlo;Wijk 01 De Groeve;53
1730;Tynaarlo;Wijk 02 Zuidlaarderveen;52
1730;Tynaarlo;Wijk 03 Midlaren;48
1730;Tynaarlo;Wijk 04 Westlaren;54
1730;Tynaarlo;Wijk 05 Schuilingsoord;51
1730;Tynaarlo;Wijk 06 Paterswolde;46
1730;Tynaarlo;Wijk 07 Eelde;48
1730;Tynaarlo;Wijk 08 Eelderwolde;41
1730;Tynaarlo;Wijk 09 Vries;52
1730;Tynaarlo;Wijk 10 Donderen;49
1730;Tynaarlo;Wijk 11 Bunne;49
1730;Tynaarlo;Wijk 12 Yde;51
1730;Tynaarlo;Wijk 13 Tynaarlo;52
1730;Tynaarlo;Wijk 14 Zeegse;52
1730;Tynaarlo;Wijk 15 Zeijen;52
737;Tytsjerksteradiel;Gemeente;
737;Tytsjerksteradiel;Wijk 00 Burgum;53
737;Tytsjerksteradiel;Wijk 01 Aldtsjerk;52
737;Tytsjerksteradiel;Wijk 02 Mûnein;51
737;Tytsjerksteradiel;Wijk 03 Ryptsjerk;49
737;Tytsjerksteradiel;Wijk 04 Tytsjerk;50
737;Tytsjerksteradiel;Wijk 05 Earnewâld;51
737;Tytsjerksteradiel;Wijk 06 Sumar;52
737;Tytsjerksteradiel;Wijk 07 Eastermar;51
737;Tytsjerksteradiel;Wijk 08 Noordburgum;54
737;Tytsjerksteradiel;Wijk 09 Hurdegaryp;52
856;Uden;Gemeente;
856;Uden;Wijk 01 Uden;50
856;Uden;Wijk 02 Volkel;50
856;Uden;Wijk 03 Odiliapeel;51
450;Uitgeest;Gemeente;
450;Uitgeest;Wijk 00 Uitgeest;46
451;Uithoorn;Gemeente;
451;Uithoorn;Wijk 15 Dorpscentrum;49
451;Uithoorn;Wijk 25 Thamerdal;52
451;Uithoorn;Wijk 35 Zijdelwaard;52
451;Uithoorn;Wijk 45 Legmeer;48
451;Uithoorn;Wijk 50 Langs de Vuurlinie;47
451;Uithoorn;Wijk 55 Veilinggebied;45
451;Uithoorn;Wijk 65 Meerwijk;48
451;Uithoorn;Wijk 75 Bedrijventerrein;48
451;Uithoorn;Wijk 85 Meerwijk;48
451;Uithoorn;Wijk 90 Glastuinbouwgebied;44
451;Uithoorn;Wijk 95 Veenweidegebied;45
184;Urk;Gemeente;
184;Urk;Wijk 00 Urk;53
344;Utrecht;Gemeente;
344;Utrecht;Wijk 01 West;36
344;Utrecht;Wijk 02 Noordwest;40
344;Utrecht;Wijk 03 Overvecht;49
344;Utrecht;Wijk 04 Noordoost;33
344;Utrecht;Wijk 05 Oost;29
344;Utrecht;Wijk 06 Binnenstad;31
344;Utrecht;Wijk 07 Zuid;39
344;Utrecht;Wijk 08 Zuidwest;44
344;Utrecht;Wijk 09 Leidsche Rijn;44
344;Utrecht;Wijk 10 Vleuten-De Meern;46
1581;Utrechtse Heuvelrug;Gemeente;
1581;Utrechtse Heuvelrug;Wijk 00 Doorn;48
1581;Utrechtse Heuvelrug;Wijk 01 Driebergen-Rijssenburg;45
1581;Utrechtse Heuvelrug;Wijk 02 Leersum;47
1581;Utrechtse Heuvelrug;Wijk 03 Amerongen;52
1581;Utrechtse Heuvelrug;Wijk 04 Maarn;45
981;Vaals;Gemeente;
981;Vaals;Wijk 00 Vijlen-Lemiers;53
981;Vaals;Wijk 01 Vaals;55
994;Valkenburg aan de Geul;Gemeente;
994;Valkenburg aan de Geul;Wijk 00: Valkenburg;53
994;Valkenburg aan de Geul;Wijk 01: Houthem - Sint Gerlach;51
994;Valkenburg aan de Geul;Wijk 02: Schin op Geul - Oud-Valkenburg;53
994;Valkenburg aan de Geul;Wijk 03: Sibbe - IJzeren;50
994;Valkenburg aan de Geul;Wijk 04: Berg en Terblijt - Vilt;51
994;Valkenburg aan de Geul;Wijk 05: Walem;49
858;Valkenswaard;Gemeente;
858;Valkenswaard;Wijk 00 Valkenswaard;49
858;Valkenswaard;Wijk 01 Kloosterakkers en Dommelen;49
858;Valkenswaard;Wijk 02 Borkel en Schaft;50
47;Veendam;Gemeente;
47;Veendam;Wijk 00 Veendam-kern;59
47;Veendam;Wijk 01 Veendam-buitengebied;59
47;Veendam;Wijk 02 Wildervank;59
345;Veenendaal;Gemeente;
345;Veenendaal;Wijk 00 Centrum;54
345;Veenendaal;Wijk 01 Noordoost;51
345;Veenendaal;Wijk 02 Zuidoost;51
345;Veenendaal;Wijk 03 Zuidwest;53
345;Veenendaal;Wijk 04 Noordwest;52
345;Veenendaal;Wijk 05 West;51
717;Veere;Gemeente;
717;Veere;Wijk 00 Veere;47
717;Veere;Wijk 01 Gapinge;45
717;Veere;Wijk 02 Vrouwenpolder;50
717;Veere;Wijk 03 Serooskerke;46
717;Veere;Wijk 04 Domburg;46
717;Veere;Wijk 05 Oostkapelle;45
717;Veere;Wijk 06 Aagtekerke;43
717;Veere;Wijk 07 Grijpskerke;46
717;Veere;Wijk 08 Meliskerke;43
717;Veere;Wijk 09 Koudekerke;48
717;Veere;Wijk 10 Biggekerke;46
717;Veere;Wijk 11 Zoutelande;48
717;Veere;Wijk 12 Westkapelle;47
860;Veghel;Gemeente;
860;Veghel;Wijk 00 Veghel;51
860;Veghel;Wijk 01 Mariaheide;47
860;Veghel;Wijk 02 Zijtaart;48
860;Veghel;Wijk 03 Eerde;51
860;Veghel;Wijk 04 Erp;49
860;Veghel;Wijk 05 Keldonk;49
860;Veghel;Wijk 06 Boerdonk;48
861;Veldhoven;Gemeente;
861;Veldhoven;Wijk 00 Veldhoven;50
861;Veldhoven;Wijk 01 Noordelijk Woongebied;48
861;Veldhoven;Wijk 02 Oerle;47
453;Velsen;Gemeente;
453;Velsen;Wijk 00 Velsen-Zuid en Driehuis;46
453;Velsen;Wijk 01 IJmuiden-Noord;58
453;Velsen;Wijk 02 IJmuiden-Zuid;54
453;Velsen;Wijk 03 IJmuiden-West;56
453;Velsen;Wijk 04 Zee- en Duinwijk;56
453;Velsen;Wijk 05 Velsen-Noord;57
453;Velsen;Wijk 06 Santpoort-Noord;46
453;Velsen;Wijk 07 Santpoort-Zuid;40
453;Velsen;Wijk 08 Velserbroek;50
453;Velsen;Wijk 09 Spaarndammerpolder;48
983;Venlo;Gemeente;
983;Venlo;Wijk 11 Venlo-Centrum;48
983;Venlo;Wijk 12 Venlo-Zuid;53
983;Venlo;Wijk 13 Venlo-Oost-Noord;51
983;Venlo;Wijk 14 Venlo-Noord;54
983;Venlo;Wijk 15 Venlo-Oost-Zuid;53
983;Venlo;Wijk 16 Het Ven;50
983;Venlo;Wijk 21 Blerick-Midden;56
983;Venlo;Wijk 22 Blerick-Noord;55
983;Venlo;Wijk 23 Blerick-Zuid;59
983;Venlo;Wijk 24 Vossener;56
983;Venlo;Wijk 25 Klingerberg;53
983;Venlo;Wijk 26 Hout-Blerick;50
983;Venlo;Wijk 27 Boekend;52
983;Venlo;Wijk 28 Trade-Port;50
983;Venlo;Wijk 31 Tegelen-Centrum;54
983;Venlo;Wijk 32 Op de Hei;56
983;Venlo;Wijk 35 Steyl;54
983;Venlo;Wijk 41 Velden;52
983;Venlo;Wijk 43 Lomm;55
983;Venlo;Wijk 44 Arcen;54
983;Venlo;Wijk 51 Belfeld;54
984;Venray;Gemeente;
984;Venray;Wijk 10 Venray;52
984;Venray;Wijk 20 Overige kernen;51
620;Vianen;Gemeente;
620;Vianen;Wijk 00 Vianen;54
620;Vianen;Wijk 01 Hagestein;49
620;Vianen;Wijk 02 Everdingen;50
622;Vlaardingen;Gemeente;
622;Vlaardingen;Wijk 01 Centrum;54
622;Vlaardingen;Wijk 02 Westwijk;55
622;Vlaardingen;Wijk 03 Vettenoordse Polder;62
622;Vlaardingen;Wijk 04 Oostwijk;52
622;Vlaardingen;Wijk 05 Vlaardinger Ambacht;53
622;Vlaardingen;Wijk 06 Holy-Zuid;55
622;Vlaardingen;Wijk 07 Holy-Noord;55
622;Vlaardingen;Wijk 08 Broekpolder;
48;Vlagtwedde;Gemeente;
48;Vlagtwedde;Wijk 00 Sellingen;61
48;Vlagtwedde;Wijk 01 Vlagtwedde;61
48;Vlagtwedde;Wijk 02 Bourtange;60
48;Vlagtwedde;Wijk 03 Sellingerbeetse;56
48;Vlagtwedde;Wijk 04 Ter Apel;61
48;Vlagtwedde;Wijk 05 Ter Wisch;54
48;Vlagtwedde;Wijk 06 de Maten;57
96;Vlieland;Gemeente;
96;Vlieland;Wijk 00;52
718;Vlissingen;Gemeente;
718;Vlissingen;Binnenstad;48
718;Vlissingen;Middengebied;50
718;Vlissingen;Paauwenburg - Westduin;50
718;Vlissingen;Lammerenburg;50
718;Vlissingen;Oost-Souburg;51
718;Vlissingen;Ritthem e.o.;48
718;Vlissingen;Binnen- en Buitenhavens;48
718;Vlissingen;Sloegebied;
986;Voerendaal;Gemeente;
986;Voerendaal;Wijk 01 Voerendaal;54
986;Voerendaal;Wijk02 Kunrade;52
986;Voerendaal;Wijk 03 Ubachsberg;53
986;Voerendaal;Wijk 04 Klimmen;51
986;Voerendaal;Wijk 05 Ransdaal;51
986;Voerendaal;Wijk 09 Verspreide huizen Voerendaal;48
626;Voorschoten;Gemeente;
626;Voorschoten;Wijk 00;47
285;Voorst;Gemeente;
285;Voorst;Wijk 00 Voorst;54
285;Voorst;Wijk 01 Twello-Nijbroek;52
285;Voorst;Wijk 02 Klarenbeek-Teuge;51
285;Voorst;Wijk 03 Wilp;55
865;Vught;Gemeente;
865;Vught;Wijk 00 Vught;45
865;Vught;Wijk 01 Vught-Zuid;49
865;Vught;Wijk 02 Cromvoirt;49
866;Waalre;Gemeente;
866;Waalre;Wijk 00 Waalre;44
867;Waalwijk;Gemeente;
867;Waalwijk;Wijk 00 Waalwijk;55
867;Waalwijk;Wijk 01 Sprang-Capelle;53
867;Waalwijk;Wijk 02 Waspik;54
627;Waddinxveen;Gemeente;
627;Waddinxveen;Wijk 01;53
627;Waddinxveen;Wijk 02;49
627;Waddinxveen;Wijk 03;51
627;Waddinxveen;Wijk 04;50
289;Wageningen;Gemeente;
289;Wageningen;Wijk 00 Stedelijk gebied;37
289;Wageningen;Wijk 01 Landelijk gebied;37
629;Wassenaar;Gemeente;
629;Wassenaar;Wijk 00 Zuidwestelijk deel der gemeente;41
629;Wassenaar;Wijk 01 Noordoostelijk deel der gemeente;49
852;Waterland;Gemeente;
852;Waterland;Wijk 00 Monnickendam;50
852;Waterland;Wijk 01 Katwoude;45
852;Waterland;Wijk 02 Marken;50
852;Waterland;Wijk 03 Broek in Waterland;47
852;Waterland;Wijk 04 Ilpendam;50
852;Waterland;Wijk 05 Watergang;47
988;Weert;Gemeente;
988;Weert;Wijk 01 Boshoven;48
988;Weert;Wijk 02 Laar en Hushoven;48
988;Weert;Wijk 03 Molenakker en Kampershoek;45
988;Weert;Wijk 11 Weert-Centrum;49
988;Weert;Wijk 12 Biest;49
988;Weert;Wijk 13 Groenewoud;52
988;Weert;Wijk 14 Fatima;51
988;Weert;Wijk 21 Keent;50
988;Weert;Wijk 22 Moesel;50
988;Weert;Wijk 23 Graswinkel;47
988;Weert;Wijk 24 Leuken;48
988;Weert;Wijk 25 Kazernelaan;46
988;Weert;Wijk 31 Altweerderheide;50
988;Weert;Wijk 32 Tungelroy;50
988;Weert;Wijk 33 Swartbroek;48
988;Weert;Wijk 34 Stramproy;49
457;Weesp;Gemeente;
457;Weesp;Binnenstad;46
457;Weesp;Zuid;48
457;Weesp;Noord;49
457;Weesp;Hogewey;52
457;Weesp;Aetsveld;49
457;Weesp;Aetsveldsepolder;41
457;Weesp;Oostelijke Vechtoever;43
457;Weesp;Bloemendalerpolder;41
870;Werkendam;Gemeente;
870;Werkendam;Wijk 01 Werkendam;52
870;Werkendam;Wijk 02 Sleeuwijk;51
870;Werkendam;Wijk 03 Nieuwendijk;53
870;Werkendam;Wijk 04 Hank;55
870;Werkendam;Wijk 05 Dussen;55
668;West Maas en Waal;Gemeente;
668;West Maas en Waal;Wijk 01 Alphen;51
668;West Maas en Waal;Wijk 02 Altforst;49
668;West Maas en Waal;Wijk 03 Appeltern;54
668;West Maas en Waal;Wijk 04 Beneden-Leeuwen;52
668;West Maas en Waal;Wijk 05 Boven-Leeuwen;54
668;West Maas en Waal;Wijk 06 Dreumel;52
668;West Maas en Waal;Wijk 07 Maasbommel;56
668;West Maas en Waal;Wijk 08 Wamel;52
1701;Westerveld;Gemeente;
1701;Westerveld;Wijk 00 Diever;55
1701;Westerveld;Wijk 01 Wapse;55
1701;Westerveld;Wijk 02 Zorgvlied;57
1701;Westerveld;Wijk 03 Dwingeloo;55
1701;Westerveld;Wijk 04 Lhee;52
1701;Westerveld;Wijk 05 Eemster;51
1701;Westerveld;Wijk 06 Geeuwenbrug;55
1701;Westerveld;Wijk 07 Dieverbrug;54
1701;Westerveld;Wijk 08 Havelte;54
1701;Westerveld;Wijk 09 Uffelte;54
1701;Westerveld;Wijk 10 Wapserveen;53
1701;Westerveld;Wijk 11 Vledder;51
1701;Westerveld;Wijk 12 Frederiksoord;55
1701;Westerveld;Wijk 13 Nijensleek;52
1701;Westerveld;Wijk 14 Vledderveen;54
1701;Westerveld;Wijk 15 Wilhelminaoord;57
1701;Westerveld;Wijk 16 Doldersum;54
1701;Westerveld;Wijk 17 Boschoord;61
293;Westervoort;Gemeente;
293;Westervoort;Wijk 00;53
1783;Westland;Gemeente;
1783;Westland;Wijk 01 Naaldwijk;49
